window_start,window_end,Normal/Attack,node_load15{},node_load1{},node_load5{},cpu_util,mem_util,disk_read_mbps,disk_write_mbps,net_rx_mbps,net_tx_mbps,fs_util
2025-06-06T16:00:01.003620,2025-06-06T16:00:11.003620,Attack,0.012338308457711455,0.012544336722629463,0.022296099290780143,0.4035848758887318,0.3422579136694993,0.008384762715471377,0.13143829787234043,0.06279687545047978,0.06540039604000727,0.22189170289905463
2025-06-06T16:00:11.003620,2025-06-06T16:00:21.003620,Attack,0.009950248756218916,0.010368881532277132,0.01906028368794327,0.442204940424563,0.34932061523441044,0.021068312406895086,0.25075744680851064,0.0727504580150671,0.07780854637838268,0.23949708905557543
2025-06-06T16:00:21.003620,2025-06-06T16:00:31.003620,Attack,0.008557213930348273,0.00891463703003074,0.01604609929078014,0.39134638645011494,0.3594321805441605,0.018968574874086687,0.1289531914893617,0.06451277418655912,0.07158451136310981,0.2411349920977642
2025-06-06T16:00:31.003620,2025-06-06T16:00:41.003620,Attack,0.0069651741293532575,0.007330338141404586,0.012677304964539,0.49463154659029096,0.3532542197980395,0.004142725402567922,0.16166808510638297,0.07739216661002453,0.08397557872097103,0.24232355473391182
2025-06-06T16:00:41.003620,2025-06-06T16:00:51.003620,Attack,0.006567164179104501,0.00874911326554741,0.011968085106382975,0.34743683531289893,0.3543898103764317,0.010115627438462085,0.08211063829787234,0.03215462344041174,0.03230406890627681,0.24361444841611046
2025-06-06T16:00:51.003620,2025-06-06T16:01:01.003620,Attack,0.006965174129353269,0.01082998344762355,0.011790780141843971,0.6864028669979384,0.35579872569288806,0.018826700716464497,0.14250212765957446,0.13958688220385404,0.13036671634563732,0.24606534096646726
2025-06-06T16:01:01.003620,2025-06-06T16:01:11.003620,Attack,0.0063681592039801175,0.011752187278316385,0.011170212765957439,,0.36432930918441225,0.0,0.0,0.0,0.0,0.24615217751568252
2025-06-06T16:01:11.003620,2025-06-06T16:01:21.003620,Attack,0.005771144278606977,0.011373847245211632,0.009308510638297879,0.7505991384066437,0.36256828587205936,0.0,0.05964255319148937,0.05439616708878896,0.04584784283454255,0.24797958498994888
2025-06-06T16:01:21.003620,2025-06-06T16:01:31.003620,Attack,0.004577114427860729,0.010794514069519978,0.007358156028368801,0.7256984108975617,0.3688674423353677,0.09791444988295381,0.15891063829787236,0.10601810393556602,0.10576983395139268,0.251778060870393
2025-06-06T16:01:31.003620,2025-06-06T16:01:41.003620,Attack,0.005970149253731361,0.015228186332466304,0.00957446808510638,,0.3362964860492009,0.0,0.0,0.0,0.0,0.255370325209222
2025-06-06T16:01:41.003620,2025-06-06T16:01:51.003620,Attack,0.006865671641791071,0.016682430834712693,0.009840425531914892,0.7255275887235204,0.3462333265263954,0.005845215294034192,0.05593191489361703,0.0613891682166811,0.049926881788320734,0.25936157283956335
2025-06-06T16:01:51.003620,2025-06-06T16:02:01.003620,Attack,0.004975124378109486,0.013833057460392525,0.007092198581560294,,0.381448476111877,0.0,0.0,0.0,0.0,0.2628804404209205
2025-06-06T16:02:01.003620,2025-06-06T16:02:11.003620,Attack,0.002985074626865691,0.011539371009694963,0.0039007092198581617,,0.4191465066512645,0.0,0.0,0.0,0.0,0.26476996061700786
2025-06-06T16:02:11.003620,2025-06-06T16:02:21.003620,Attack,0.0014925373134328402,0.011113738472452114,0.002171985815602834,,0.42788709827486426,0.0,0.0,0.0,0.0,0.2552469081741947
2025-06-06T16:02:21.003620,2025-06-06T16:02:31.003620,Attack,0.011144278606965197,0.027595176164577906,0.014450354609929073,,0.4120622967736323,0.0,0.0,0.0,0.0,0.24984000247904703
2025-06-06T16:02:31.003620,2025-06-06T16:02:41.003620,Attack,0.010945273631840812,0.02642468668716008,0.013741134751773049,,0.3943575720739935,0.0,0.0,0.0,0.0,0.25199993532727943
2025-06-06T16:02:41.003620,2025-06-06T16:02:51.003620,Attack,0.032139303482587075,0.062118704185386606,0.042375886524822694,0.7323750280265225,0.3876219660289492,0.000574590338369866,0.09610212765957446,0.054422202089265105,0.05036335066750919,0.2550250000336433
2025-06-06T16:02:51.003620,2025-06-06T16:03:01.003620,Attack,0.08616915422885572,0.14887680302672024,0.1149822695035461,,0.427958631539645,0.0,0.0,0.0,0.0,0.2581080006844019
2025-06-06T16:03:01.003620,2025-06-06T16:03:11.003620,Attack,0.11114427860696519,0.17148262000472925,0.1458776595744681,,0.42463450972526157,0.0,0.0,0.0,0.0,0.25648862367098674
2025-06-06T16:03:11.003620,2025-06-06T16:03:21.003620,Attack,0.13034825870646766,0.18609600378340033,0.16976950354609927,,0.4155113601349464,0.0,0.0,0.0,0.0,0.2581248425286901
2025-06-06T16:03:21.003620,2025-06-06T16:03:31.003620,Attack,0.1281592039800995,0.15542681484984627,0.162677304964539,,0.4185041572668493,0.0,0.0,0.0,0.0,0.26182048210784215
2025-06-06T16:03:31.003620,2025-06-06T16:03:41.003620,Attack,0.1263681592039801,0.1367344525892646,0.15713652482269502,,0.4466592636182057,0.0,0.0,0.0,0.0,0.2631045716848973
2025-06-06T16:03:41.003620,2025-06-06T16:03:51.003620,Attack,0.12199004975124376,0.1115157247576259,0.14716312056737588,,0.443486183325741,0.0,0.0,0.0,0.0,0.2634367602219271
2025-06-06T16:03:51.003620,2025-06-06T16:04:01.003620,Attack,0.11980099502487562,0.09626389217309055,0.14086879432624114,,0.4153322853065601,0.0,0.0,0.0,0.0,0.2654166874382014
2025-06-06T16:04:01.003620,2025-06-06T16:04:11.003620,Attack,0.11965174129353236,0.08616694253960745,0.1376108156028369,0.7432237903545101,0.40877357909198675,0.00014896786550329857,0.0886468085106383,0.03627720460976767,0.03321695181581136,0.2656119854647699
2025-06-06T16:04:11.003620,2025-06-06T16:04:21.003620,Attack,0.11890547263681595,0.07655474107353984,0.13297872340425534,,0.4055208697091667,0.0,0.0,0.0,0.0,0.25787470745712254
2025-06-06T16:04:21.003620,2025-06-06T16:04:31.003620,Attack,0.12079601990049756,0.07330338141404587,0.1331560283687943,,0.39721479433582224,0.0,0.0,0.0,0.0,0.259064347971335
2025-06-06T16:04:31.003620,2025-06-06T16:04:41.003620,Attack,0.13402985074626866,0.08967841097186094,0.14831560283687945,0.7117718560356244,0.44564498959021825,0.0027665460736326876,0.06607659574468086,0.031593315819407955,0.031467995761587784,0.2609288748704387
2025-06-06T16:04:41.003620,2025-06-06T16:04:51.003620,Attack,0.14353233830845774,0.09722747694490422,0.15833333333333333,0.7430054342542958,0.3904180466827053,0.0015322409023196424,0.13582978723404254,0.05963951134575616,0.0634201068971961,0.26299297762455465
2025-06-06T16:04:51.003620,2025-06-06T16:05:01.003620,Attack,0.17074626865671638,0.13620241191771104,0.19273049645390072,,0.38628808814058246,0.0,0.0,0.0,0.0,0.26254562455617647
2025-06-06T16:05:01.003620,2025-06-06T16:05:11.003620,Attack,0.24139303482587066,0.23721920075668007,0.2842641843971631,0.7080277826021335,0.39352841453526943,0.00025537348371994044,0.07669787234042554,0.026790015489951625,0.027805669512811725,0.26146538866257174
2025-06-06T16:05:11.003620,2025-06-06T16:05:21.003620,Attack,0.25154228855721394,0.22603452352802078,0.29219858156028367,0.7303604409065453,0.3935433978542438,0.0005107469674398809,0.07608510638297873,0.01959505964024522,0.021173552389249586,0.2612916481967204
2025-06-06T16:05:21.003620,2025-06-06T16:05:31.003620,Attack,0.2477611940298507,0.19196027429652399,0.28058510638297873,0.7722124686087084,0.39617103700275624,5.6749663048875646e-05,0.0566468085106383,0.06248973233748001,0.054150578708241526,0.26321168581466453
2025-06-06T16:05:31.003620,2025-06-06T16:05:41.003620,Attack,0.24358208955223878,0.1633010167888389,0.2695035460992908,,0.35029670596565676,0.0,0.0,0.0,0.0,0.2671156926915046
2025-06-06T16:05:41.003620,2025-06-06T16:05:51.003620,Attack,0.23900497512437813,0.13797588082288956,0.2579787234042553,0.7816364866773129,0.3814673260938125,0.0,0.05548936170212766,0.08754557217155493,0.07069698560497936,0.2716318669251251
2025-06-06T16:05:51.003620,2025-06-06T16:06:01.003620,Attack,0.23482587064676616,0.11690707022936861,0.24716312056737594,,0.3673641562760168,0.0,0.0,0.0,0.0,0.27570503328616097
2025-06-06T16:06:01.003620,2025-06-06T16:06:11.003620,Attack,0.24119402985074628,0.11674154646488528,0.2506205673758865,,0.3893413018812525,0.0,0.0,0.0,0.0,0.2707571688993312
2025-06-06T16:06:11.003620,2025-06-06T16:06:21.003620,Attack,0.2433830845771144,0.1103097659021045,0.24937943262411352,,0.3883060028734139,0.0,0.0,0.0,0.0,0.26857567849051234
2025-06-06T16:06:21.003620,2025-06-06T16:06:31.003620,Attack,0.2425870646766169,0.09943248995034286,0.24343971631205674,0.7710868124423343,0.34836361615153455,0.0,0.1885276595744681,0.049978289605307646,0.049757897759761874,0.26703057401043395
2025-06-06T16:06:31.003620,2025-06-06T16:06:41.003620,Attack,0.24099502487562185,0.0894064790730669,0.23696808510638298,0.7875809166897233,0.36210476964959587,0.0,0.12561702127659574,0.039576275998962095,0.03960397526812133,0.26773227261150223
2025-06-06T16:06:41.003620,2025-06-06T16:06:51.003620,Attack,0.23661691542288557,0.07573894537715771,0.22668439716312058,,0.3767944639053054,0.0,0.0,0.0,0.0,0.26936428100815135
2025-06-06T16:06:51.003620,2025-06-06T16:07:01.003620,Attack,0.25791044776119404,0.10666824308347125,0.2502659574468085,0.741128243437213,0.4167963005702121,0.00012768674185997022,0.07822978723404256,0.036185959796018394,0.04030099142388552,0.2712823649721571
2025-06-06T16:07:01.003620,2025-06-06T16:07:11.003620,Attack,0.3112437810945273,0.19165287301962636,0.3197695035460993,,0.40595876928951286,0.0,0.0,0.0,0.0,0.2720583024229029
2025-06-06T16:07:11.003620,2025-06-06T16:07:21.003620,Attack,0.33233830845771145,0.20293213525656179,0.3415780141843972,0.7800472794557491,0.38850126935295026,0.0005533092147265376,0.04680851063829787,0.01496072471656359,0.01863460395744683,0.27353836370024
